Letter,CorrAnswer,Stimulus,nback_run.thisRepN,nback_run.thisTrialN,nback_run.thisN,nback_run.thisIndex,fixcross.started,nback_trial.started,trial_resp.keys,trial_resp.corr,currentlevel,trial_resp.rt,Participant,date,expName,psychopyVersion,frameRate
W,left,Pretarget,0,25,25,25,384.6651788,386.6665499,left,1,1,0.848692699,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
W,right,Target,0,26,26,26,388.1641096,390.1638741,right,1,1,0.848688208,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
V,left,Distractor,0,27,27,27,391.6637304,393.6642218,left,1,1,0.865671153,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
W,left,Lure,0,28,28,28,395.1798253,397.1822182,left,1,1,1.138286904,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
R,left,Pretarget,0,29,29,29,398.6793611,400.6806642,left,1,1,0.642574745,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
R,right,Target,0,30,30,30,402.1792152,404.1784379,right,1,1,0.719491233,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
G,left,Distractor,0,31,31,31,405.6780003,407.6788687,left,1,1,0.581626505,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
R,left,Lure,0,32,32,32,409.177838,411.1786502,left,1,1,0.81119221,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
S,left,Distractor,0,33,33,33,412.6768425,414.6773766,left,1,1,0.690785856,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
R,left,Lure,0,34,34,34,416.1764072,418.1770741,left,1,1,0.598384248,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
P,left,Pretarget,0,35,35,35,419.67572,421.6769112,None,0,1,,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
P,right,Target,0,36,36,36,423.1753816,425.1748381,right,1,1,0.700438793,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
Y,left,Pretarget,0,37,37,37,426.6746668,428.6764675,left,1,1,0.695866079,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
Y,right,Target,0,38,38,38,430.1740522,432.1739206,right,1,1,0.699716347,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
J,left,Distractor,0,39,39,39,433.6734388,435.6725704,left,1,1,0.779983613,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
Y,left,Lure,0,40,40,40,437.1729095,439.1732855,left,1,1,0.784190292,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
T,left,Distractor,0,41,41,41,440.6722297,442.6725823,left,1,1,0.655155323,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
V,left,Distractor,0,42,42,42,444.1715499,446.1725046,left,1,1,0.554392969,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
N,left,Pretarget,0,43,43,43,447.6710982,449.6739611,left,1,1,0.680398282,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
N,right,Target,0,44,44,44,451.1704935,453.1701849,right,1,1,0.620249481,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
N,right,Target,0,45,45,45,454.669893,456.6697951,right,1,1,0.474762173,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
X,left,Distractor,0,46,46,46,458.1696999,460.172812,left,1,1,0.62787559,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
Z,left,Distractor,0,47,47,47,461.668595,463.6704823,left,1,1,0.606786698,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
H,left,Pretarget,0,48,48,48,465.168118,467.1683849,left,1,1,0.613745218,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
H,right,Target,0,49,49,49,468.6677988,470.667256,right,1,1,0.517709562,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
K,left,Distractor,0,50,50,50,472.1663718,474.1685912,left,1,1,0.546617687,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
V,left,Pretarget,0,51,51,51,475.6663186,477.6664283,left,1,1,0.590825828,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
V,right,Target,0,52,52,52,479.1658111,481.1657864,right,1,1,0.515121651,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
R,left,Distractor,0,53,53,53,482.6653122,484.6667331,left,1,1,0.539530846,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
V,left,Lure,0,54,54,54,486.1647752,488.1664036,left,1,1,0.737063172,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
Y,left,Distractor,0,55,55,55,489.6640306,491.6639986,left,1,1,0.650654789,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
Q,left,Distractor,0,56,56,56,493.1636999,495.1756616,left,1,1,0.46892197,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
Z,left,Pretarget,0,57,57,57,496.6795472,498.6790419,left,1,1,0.503086758,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
Z,right,Target,0,58,58,58,500.1788995,502.1788597,right,1,1,0.602237723,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
B,left,Distractor,0,59,59,59,503.6783869,505.6776006,left,1,1,0.535266102,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
S,left,Pretarget,0,60,60,60,507.1778976,509.1786133,left,1,1,0.698929098,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
S,right,Target,0,61,61,61,510.6769647,512.6768659,right,1,1,0.750512802,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
T,left,Distractor,0,62,62,62,514.1766991,516.1783859,left,1,1,0.472615365,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
D,left,Distractor,0,63,63,63,517.6760729,519.6783304,left,1,1,0.987829728,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
R,left,Distractor,0,0,0,0,587.6731969,589.6660456,None,0,1,,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
V,left,Distractor,0,1,1,1,591.1637506,593.1636681,left,1,1,0.535158954,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
N,left,Pretarget,0,2,2,2,594.6632283,596.6651021,left,1,1,0.486097718,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
N,right,Target,0,3,3,3,598.1626634,600.1623057,right,1,1,0.428942963,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
S,left,Distractor,0,4,4,4,601.6621543,603.6633339,left,1,1,0.494267586,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
N,left,Lure,0,5,5,5,605.1615204,607.1617398,left,1,1,0.693196684,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
Z,left,Distractor,0,6,6,6,608.6609371,610.6623689,left,1,1,0.509704586,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
L,left,Pretarget,0,7,7,7,612.1597662,614.1599141,left,1,1,0.460549996,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
L,right,Target,0,8,8,8,615.6597235,617.6593428,right,1,1,0.486920254,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
H,left,Distractor,0,9,9,9,619.1592343,621.1589706,left,1,1,0.602571678,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
L,left,Lure,0,10,10,10,622.6582854,624.660088,left,1,1,1.243870273,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
X,left,Pretarget,0,11,11,11,626.1580461,628.1578485,left,1,1,0.47189741,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
X,right,Target,0,12,12,12,629.6575604,631.6570657,right,1,1,0.710475089,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
X,right,Target,0,13,13,13,633.1569733,635.1564619,right,1,1,0.46358286,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
R,left,Distractor,0,14,14,14,636.6563298,638.6579094,left,1,1,0.48340715,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
T,left,Distractor,0,15,15,15,640.1556304,642.1562278,left,1,1,0.45805223,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
V,left,Pretarget,0,16,16,16,643.6549734,645.655009,left,1,1,0.484561396,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
V,right,Target,0,17,17,17,647.1543758,649.1540723,right,1,1,0.421526659,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
N,left,Distractor,0,18,18,18,650.6536822,652.6554059,left,1,1,0.438048612,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
B,left,Distractor,0,19,19,19,654.1532379,656.1540649,left,1,1,0.489623013,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
V,left,Lure,0,20,20,20,657.6526627,659.6545375,left,1,1,0.698734371,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
P,left,Distractor,0,21,21,21,661.1519168,663.153568,left,1,1,0.537504339,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
K,left,Pretarget,0,22,22,22,664.6514693,666.6512322,left,1,1,0.439077104,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
K,right,Target,0,23,23,23,668.1509602,670.1507943,right,1,1,0.449059825,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
J,left,Pretarget,0,24,24,24,671.6502839,673.6511434,left,1,1,0.445763583,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
J,right,Target,0,25,25,25,675.1497418,677.1494765,right,1,1,0.424033728,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
H,left,Distractor,0,26,26,26,678.6491727,680.6511556,left,1,1,0.456298084,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
J,left,Lure,0,27,27,27,682.1648865,684.1669984,left,1,1,0.588971592,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
V,left,Distractor,0,28,28,28,685.6645551,687.6644547,left,1,1,0.588675812,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
Z,left,Pretarget,0,29,29,29,689.1646373,691.1645667,left,1,1,0.487733488,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
Z,right,Target,0,30,30,30,692.6634959,694.6631741,right,1,1,0.425350942,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
T,left,Distractor,0,31,31,31,696.1630923,698.1637143,left,1,1,0.499363208,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
Z,left,Lure,0,32,32,32,699.6625556,701.6623458,right,0,1,0.612263432,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
F,left,Distractor,0,33,33,33,703.1611017,705.1632854,left,1,1,0.473980058,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
Y,left,Pretarget,0,34,34,34,706.6607318,708.6611001,left,1,1,0.440853385,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
Y,right,Target,0,35,35,35,710.1606292,712.1601541,right,1,1,0.532871314,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
Y,right,Target,0,36,36,36,713.6599866,715.6596504,right,1,1,0.403732726,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
W,left,Distractor,0,37,37,37,717.1593585,719.1598965,left,1,1,0.490720798,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
Q,left,Distractor,0,38,38,38,720.6587624,722.6582591,left,1,1,0.460901916,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
P,left,Pretarget,0,39,39,39,724.15821,726.1581519,left,1,1,0.539921262,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
P,right,Target,0,40,40,40,727.6577166,729.6573057,right,1,1,0.468465469,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
J,left,Distractor,0,41,41,41,731.1570859,733.1578635,left,1,1,0.615904858,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
P,left,Lure,0,42,42,42,734.6565043,736.65797,right,0,1,0.992614493,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
L,left,Distractor,0,43,43,43,738.1560314,740.1563583,left,1,1,0.449242682,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
Z,left,Distractor,0,44,44,44,741.6553776,743.6570686,left,1,1,0.461929445,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
F,left,Pretarget,0,45,45,45,745.1547845,747.1560731,left,1,1,0.456164951,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
F,right,Target,0,46,46,46,748.6542301,750.6538176,right,1,1,0.451362222,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
G,left,Pretarget,0,47,47,47,752.1534868,754.1536312,left,1,1,0.46923411,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
G,right,Target,0,48,48,48,755.6528417,757.6525998,right,1,1,0.618303496,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
V,left,Distractor,0,49,49,49,759.1518398,761.1522043,left,1,1,0.42440233,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
G,left,Lure,0,50,50,50,762.6518575,764.6529889,left,1,1,0.433191667,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
Q,left,Pretarget,0,51,51,51,766.1512271,768.1528035,left,1,1,0.4797237,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
Q,right,Target,0,52,52,52,769.6505229,771.6503298,right,1,1,0.41031334,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
Y,left,Distractor,0,53,53,53,773.1502705,775.149923,left,1,1,0.440442117,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
V,left,Distractor,0,54,54,54,776.6493818,778.6513436,left,1,1,0.579491567,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
B,left,Distractor,0,55,55,55,780.1654797,782.1663382,left,1,1,0.411350173,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
J,left,Pretarget,0,56,56,56,783.6649879,785.6660581,left,1,1,0.449002401,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
J,right,Target,0,57,57,57,787.1643816,789.1640181,right,1,1,0.387067053,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
H,left,Distractor,0,58,58,58,790.6637618,792.6648593,left,1,1,0.420394227,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
J,left,Lure,0,59,59,59,794.1632559,796.1643617,left,1,1,0.552882953,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
D,left,Pretarget,0,60,60,60,797.662143,799.6645298,left,1,1,0.578716509,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
D,right,Target,0,61,61,61,801.1620138,803.161683,right,1,1,0.366803906,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
R,left,Distractor,0,62,62,62,804.661547,806.6616538,left,1,1,0.433565081,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
F,left,Distractor,0,63,63,63,808.1608909,810.1610863,left,1,1,0.525635301,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
F,left,Distractor,0,0,0,0,908.2890508,910.2764975,None,0,2,,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
N,left,Pretarget,0,1,1,1,911.7768455,913.7780899,None,0,2,,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
V,left,Distractor,0,2,2,2,915.276287,917.2776902,left,1,2,0.640206584,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
N,right,Target,0,3,3,3,918.7757208,920.7755851,right,1,2,0.916991158,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
N,left,Lure,0,4,4,4,922.2751023,924.2748463,left,1,2,0.849758725,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
X,left,Distractor,0,5,5,5,925.7744953,927.7755652,left,1,2,1.258955353,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
G,left,Pretarget,0,6,6,6,929.2739083,931.2753833,left,1,2,0.95010949,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
H,left,Pretarget,0,7,7,7,932.7734181,934.7740067,left,1,2,0.753049064,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
G,right,Target,0,8,8,8,936.2726648,938.2736359,right,1,2,0.440835099,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
H,right,Target,0,9,9,9,939.7720258,941.7720999,right,1,2,0.704627186,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
T,left,Pretarget,0,10,10,10,943.2714471,945.2724268,left,1,2,0.567317125,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
K,left,Distractor,0,11,11,11,946.7707525,948.7725744,left,1,2,1.066490739,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
T,right,Target,0,12,12,12,950.2702672,952.2718147,right,1,2,0.746599016,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
T,left,Lure,0,13,13,13,953.7699207,955.7695425,left,1,2,1.235738259,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
J,left,Distractor,0,14,14,14,957.269375,959.2704911,left,1,2,0.921912263,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
Q,left,Pretarget,0,15,15,15,960.7687462,962.7691171,left,1,2,1.055308538,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
M,left,Distractor,0,16,16,16,964.2681611,966.2696958,left,1,2,1.191012663,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
Q,right,Target,0,17,17,17,967.7674996,969.7691132,right,1,2,0.88270254,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
R,left,Distractor,0,18,18,18,971.2669173,973.2664201,left,1,2,0.980861906,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
W,left,Distractor,0,19,19,19,974.7663967,976.7678432,left,1,2,0.907558612,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
C,left,Pretarget,0,20,20,20,978.2657259,980.267677,left,1,2,1.097200167,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
T,left,Distractor,0,21,21,21,981.7650795,983.7668952,left,1,2,1.16068916,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
C,right,Target,0,22,22,22,985.2649499,987.2648725,right,1,2,0.97656829,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
F,left,Pretarget,0,23,23,23,988.7641562,990.765066,left,1,2,1.083714607,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
C,right,Target,0,24,24,24,992.2634171,994.2651247,right,1,2,0.509619894,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
F,right,Target,0,25,25,25,995.7626651,997.7643843,right,1,2,1.140853321,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
H,left,Distractor,0,26,26,26,999.2622676,1001.263371,left,1,2,0.95969185,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
H,left,Lure,0,27,27,27,1002.761629,1004.761346,left,1,2,1.110438068,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
P,left,Distractor,0,28,28,28,1006.261098,1008.26188,left,1,2,1.315453104,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
G,left,Pretarget,0,29,29,29,1009.777233,1011.778391,left,1,2,1.276018178,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
K,left,Distractor,0,30,30,30,1013.276608,1015.276592,left,1,2,1.063098898,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
G,right,Target,0,31,31,31,1016.775917,1018.777853,right,1,2,0.769395538,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
M,left,Pretarget,0,32,32,32,1020.275344,1022.276571,left,1,2,1.045933095,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
B,left,Distractor,0,33,33,33,1023.775261,1025.776484,left,1,2,0.981771059,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
M,right,Target,0,34,34,34,1027.2743,1029.275535,right,1,2,0.576127956,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
M,left,Lure,0,35,35,35,1030.773599,1032.773309,left,1,2,1.359897356,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
T,left,Distractor,0,36,36,36,1034.273104,1036.274444,left,1,2,1.02542325,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
F,left,Distractor,0,37,37,37,1037.772412,1039.772689,left,1,2,1.029061788,L08B02,2022-10-21_10h33.55.460,t1_Paradigm,04.01.2021,59.99341786
