Letter,CorrAnswer,Stimulus,nback_run.thisRepN,nback_run.thisTrialN,nback_run.thisN,nback_run.thisIndex,fixcross.started,nback_trial.started,trial_resp.keys,trial_resp.corr,currentlevel,trial_resp.rt,Participant,date,expName,psychopyVersion,frameRate
W,right,Target,0,26,26,26,333.8905258,335.8904645,right,1,1,1.051562918,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,left,Distractor,0,27,27,27,337.3906451,339.3911196,left,1,1,0.639043854,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
W,left,Lure,0,28,28,28,340.8905858,342.8914581,left,1,1,1.106675517,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
R,left,Pretarget,0,29,29,29,344.3904642,346.4035568,left,1,1,1.066652188,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
R,right,Target,0,30,30,30,347.8907561,349.8905078,right,1,1,0.603563411,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
G,left,Distractor,0,31,31,31,351.3905576,353.3910003,left,1,1,0.575268303,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
R,left,Lure,0,32,32,32,354.8907934,356.8905418,left,1,1,1.36374392,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
S,left,Distractor,0,33,33,33,358.390537,360.3908841,left,1,1,0.647386325,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
R,left,Lure,0,34,34,34,361.8904963,363.8910025,left,1,1,0.603172994,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
P,left,Pretarget,0,35,35,35,365.3907061,367.3908171,left,1,1,0.735264415,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
P,right,Target,0,36,36,36,368.8910022,370.890546,right,1,1,0.675692661,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Y,left,Pretarget,0,37,37,37,372.3906644,374.3906034,left,1,1,0.647722847,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Y,right,Target,0,38,38,38,375.890554,377.890572,right,1,1,0.731797502,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
J,left,Distractor,0,39,39,39,379.3908578,381.3907828,left,1,1,0.639467314,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Y,left,Lure,0,40,40,40,382.8905957,384.9072595,left,1,1,1.202976278,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
T,left,Distractor,0,41,41,41,386.3905755,388.3915504,left,1,1,0.774719282,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,left,Distractor,0,42,42,42,389.8906551,391.8912312,None,0,1,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
N,left,Pretarget,0,43,43,43,393.3906028,395.3925032,left,1,1,0.845852119,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
N,right,Target,0,44,44,44,396.8907058,398.8909191,right,1,1,0.915452803,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
N,right,Target,0,45,45,45,400.3905274,402.391023,right,1,1,0.807252191,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
X,left,Distractor,0,46,46,46,403.8906329,405.8922953,left,1,1,0.905991373,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Z,left,Distractor,0,47,47,47,407.3906304,409.3921892,left,1,1,0.765962976,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
H,left,Pretarget,0,48,48,48,410.8905919,412.8920772,left,1,1,0.738149072,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
H,right,Target,0,49,49,49,414.3906836,416.3906397,right,1,1,0.711482358,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
K,left,Distractor,0,50,50,50,417.8905261,419.8909579,left,1,1,0.619211839,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,left,Pretarget,0,51,51,51,421.3906272,423.3909942,left,1,1,0.783337964,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,right,Target,0,52,52,52,424.8905896,426.8907205,right,1,1,0.691593561,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
R,left,Distractor,0,53,53,53,428.3907038,430.3913955,left,1,1,0.838906743,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,left,Lure,0,54,54,54,431.890912,433.8910917,left,1,1,1.259303435,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Y,left,Distractor,0,55,55,55,435.3909794,437.3909884,left,1,1,0.959353352,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Q,left,Distractor,0,56,56,56,438.8907504,440.8923274,left,1,1,0.65801676,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Z,left,Pretarget,0,57,57,57,442.3906865,444.3930749,left,1,1,1.125470698,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Z,right,Target,0,58,58,58,445.8906971,447.8906801,right,1,1,0.747760958,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
B,left,Distractor,0,59,59,59,449.3907731,451.3907029,left,1,1,1.119599369,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
S,left,Pretarget,0,60,60,60,452.8909252,454.891083,left,1,1,0.771202002,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
S,right,Target,0,61,61,61,456.3906333,458.3911321,right,1,1,0.647317673,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
T,left,Distractor,0,62,62,62,459.8907022,461.8906981,left,1,1,0.587611824,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
D,left,Distractor,0,63,63,63,463.3907196,465.3925436,left,1,1,0.653804301,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
R,left,Distractor,0,0,0,0,482.4406079,484.4409521,None,0,1,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,left,Distractor,0,1,1,1,485.9405854,487.9404667,left,1,1,0.889960548,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
N,left,Pretarget,0,2,2,2,489.4408395,491.4405283,left,1,1,0.685780298,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
N,right,Target,0,3,3,3,492.940845,494.9408504,left,0,1,0.881706298,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
S,left,Distractor,0,4,4,4,496.4408334,498.4427983,left,1,1,0.931577624,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
N,left,Lure,0,5,5,5,499.9407452,501.9417005,left,1,1,0.936648871,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Z,left,Distractor,0,6,6,6,503.4408164,505.4411744,left,1,1,0.941303716,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
L,left,Pretarget,0,7,7,7,506.9408568,508.9410204,left,1,1,0.849680577,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
L,right,Target,0,8,8,8,510.4408607,512.4408241,right,1,1,0.597731541,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
H,left,Distractor,0,9,9,9,513.9408623,515.9410625,left,1,1,0.745667722,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
L,left,Lure,0,10,10,10,517.4408139,519.4418475,left,1,1,0.780736255,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
X,left,Pretarget,0,11,11,11,520.9407738,522.9404969,left,1,1,1.105879285,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
X,right,Target,0,12,12,12,524.4408238,526.4407292,right,1,1,0.597829386,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
X,right,Target,0,13,13,13,527.9407898,529.9410484,right,1,1,0.761343419,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
R,left,Distractor,0,14,14,14,531.4408315,533.4412418,left,1,1,0.813396523,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
T,left,Distractor,0,15,15,15,534.9410901,536.9406291,left,1,1,0.769772506,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,left,Pretarget,0,16,16,16,538.4407083,540.440879,left,1,1,0.741639404,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,right,Target,0,17,17,17,541.9410638,543.9407478,right,1,1,0.665759651,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
N,left,Distractor,0,18,18,18,545.4409678,547.4419299,left,1,1,0.716539169,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
B,left,Distractor,0,19,19,19,548.9412113,550.9409107,left,1,1,1.089607216,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,left,Lure,0,20,20,20,552.4408674,554.4410599,left,1,1,0.837413728,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
P,left,Distractor,0,21,21,21,555.940939,557.9411719,left,1,1,0.713420006,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
K,left,Pretarget,0,22,22,22,559.4407891,561.4418173,left,1,1,0.668736378,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
K,right,Target,0,23,23,23,562.9408392,564.941032,right,1,1,1.121469648,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
J,left,Pretarget,0,24,24,24,566.4409556,568.4432093,left,1,1,0.86730547,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
J,right,Target,0,25,25,25,569.9408835,571.9409075,right,1,1,0.585568632,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
H,left,Distractor,0,26,26,26,573.4409601,575.4412877,left,1,1,0.621150449,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
J,left,Lure,0,27,27,27,576.9409839,578.9407689,left,1,1,0.577929361,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,left,Distractor,0,28,28,28,580.4408049,582.4430113,left,1,1,1.331557156,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Z,left,Pretarget,0,29,29,29,583.9412213,585.9422911,left,1,1,0.856273711,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Z,right,Target,0,30,30,30,587.4410609,589.4410108,right,1,1,1.101431036,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
T,left,Distractor,0,31,31,31,590.9408892,592.9415154,left,1,1,0.705076893,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Z,left,Lure,0,32,32,32,594.4408857,596.4407814,left,1,1,1.253846262,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
F,left,Distractor,0,33,33,33,597.9410429,599.9412941,left,1,1,0.825279371,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Y,left,Pretarget,0,34,34,34,601.4406945,603.4408155,left,1,1,0.909838437,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Y,right,Target,0,35,35,35,604.9407012,606.9407952,right,1,1,0.946050311,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Y,right,Target,0,36,36,36,608.440903,610.441033,right,1,1,0.72561724,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
W,left,Distractor,0,37,37,37,611.9409919,613.9418892,left,1,1,0.552620283,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Q,left,Distractor,0,38,38,38,615.4407016,617.441749,left,1,1,0.68496963,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
P,left,Pretarget,0,39,39,39,618.9411783,620.9407821,left,1,1,0.6259272,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
P,right,Target,0,40,40,40,622.4410378,624.4411215,right,1,1,0.789524641,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
J,left,Distractor,0,41,41,41,625.9410856,627.9410198,left,1,1,0.697725702,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
P,left,Lure,0,42,42,42,629.440877,631.441041,left,1,1,1.229685338,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
L,left,Distractor,0,43,43,43,632.9410047,634.9412181,left,1,1,0.817423558,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Z,left,Distractor,0,44,44,44,636.4408681,638.441193,left,1,1,0.693474427,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
F,left,Pretarget,0,45,45,45,639.9410545,641.9413916,left,1,1,0.633347042,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
F,right,Target,0,46,46,46,643.440955,645.4409261,right,1,1,0.750066567,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
G,left,Pretarget,0,47,47,47,646.9409293,648.9413858,left,1,1,0.737246013,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
G,right,Target,0,48,48,48,650.441015,652.4413198,right,1,1,0.64578552,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,left,Distractor,0,49,49,49,653.9409579,655.9407811,left,1,1,1.161792286,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
G,left,Lure,0,50,50,50,657.4411237,659.4414317,left,1,1,1.133326511,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Q,left,Pretarget,0,51,51,51,660.9414083,662.9410631,None,0,1,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Q,right,Target,0,52,52,52,664.4411347,666.4409961,right,1,1,0.629762394,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Y,left,Distractor,0,53,53,53,667.9407657,669.9409309,left,1,1,0.633688376,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,left,Distractor,0,54,54,54,671.4409325,673.4410458,left,1,1,0.621641919,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
B,left,Distractor,0,55,55,55,674.941467,676.9413326,left,1,1,1.40943166,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
J,left,Pretarget,0,56,56,56,678.4410952,680.4410743,left,1,1,0.917537058,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
J,right,Target,0,57,57,57,681.9409505,683.9410679,right,1,1,1.466109775,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
H,left,Distractor,0,58,58,58,685.4414513,687.4415373,left,1,1,0.621122219,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
J,left,Lure,0,59,59,59,688.9411006,690.9410503,left,1,1,0.897872822,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
D,left,Pretarget,0,60,60,60,692.4410374,694.4413749,left,1,1,0.917269829,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
D,right,Target,0,61,61,61,695.9410974,697.9411905,right,1,1,0.617486884,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
R,left,Distractor,0,62,62,62,699.4408549,701.4410528,left,1,1,0.685642032,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
F,left,Distractor,0,63,63,63,702.9411234,704.9413781,left,1,1,0.657443807,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
F,left,Distractor,0,0,0,0,813.1047671,815.1080453,None,0,2,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
N,left,Pretarget,0,1,1,1,816.6079744,818.6077435,left,1,2,0.97523757,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,left,Distractor,0,2,2,2,820.1079821,822.1079504,left,1,2,1.23499045,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
N,right,Target,0,3,3,3,823.6081743,825.5930334,right,1,2,0.869940863,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
N,left,Lure,0,4,4,4,827.0916985,829.0913145,left,1,2,1.131837345,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
X,left,Distractor,0,5,5,5,830.5913126,832.5911333,None,0,2,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
G,left,Pretarget,0,6,6,6,834.0912892,836.0933385,left,1,2,1.121697418,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
H,left,Pretarget,0,7,7,7,837.6077717,839.6088345,left,1,2,1.142286848,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
G,right,Target,0,8,8,8,841.1080832,843.108251,None,0,2,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
H,right,Target,0,9,9,9,844.6079427,846.6085099,None,0,2,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
T,left,Pretarget,0,10,10,10,848.1080004,850.1094918,left,1,2,0.993538074,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
K,left,Distractor,0,11,11,11,851.6082568,853.6095457,None,0,2,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
T,right,Target,0,12,12,12,855.1081172,857.1084855,None,0,2,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
T,left,Lure,0,13,13,13,858.6080479,860.6080315,left,1,2,1.311085782,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
J,left,Distractor,0,14,14,14,862.0916177,864.0922609,None,0,2,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Q,left,Pretarget,0,15,15,15,865.6080508,867.60947,left,1,2,0.885735257,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
M,left,Distractor,0,16,16,16,869.1083013,871.1209265,left,1,2,0.958094202,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Q,right,Target,0,17,17,17,872.6082523,874.6084502,right,1,2,0.798716597,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
R,left,Distractor,0,18,18,18,876.1080062,878.1084685,left,1,2,0.850463977,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
W,left,Distractor,0,19,19,19,879.608097,881.6082163,None,0,2,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
C,left,Pretarget,0,20,20,20,883.1081252,885.1089362,left,1,2,0.810109901,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
T,left,Distractor,0,21,21,21,886.60802,888.6084508,left,1,2,0.878875856,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
C,right,Target,0,22,22,22,890.108115,892.1082924,right,1,2,0.626827051,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
F,left,Pretarget,0,23,23,23,893.6078124,895.6080662,left,1,2,0.61518705,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
C,right,Target,0,24,24,24,897.1081034,899.1081486,left,0,2,1.163107576,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
F,right,Target,0,25,25,25,900.6079526,902.5923542,None,0,2,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
H,left,Distractor,0,26,26,26,904.0912757,906.0916289,left,1,2,1.075529757,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
H,left,Lure,0,27,27,27,907.5914762,909.5914749,None,0,2,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
P,left,Distractor,0,28,28,28,911.0913363,913.0912067,None,0,2,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
G,left,Pretarget,0,29,29,29,914.5914509,916.5913986,left,1,2,0.895820969,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
K,left,Distractor,0,30,30,30,918.0915885,920.0916411,left,1,2,0.803273277,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
G,right,Target,0,31,31,31,921.5915381,923.5919192,left,0,2,1.335263709,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
M,left,Pretarget,0,32,32,32,925.0913857,927.0918429,None,0,2,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
B,left,Distractor,0,33,33,33,928.5914794,930.5914493,left,1,2,1.071714773,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
M,right,Target,0,34,34,34,932.0918843,934.0918669,left,0,2,1.059407503,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
M,left,Lure,0,35,35,35,935.591909,937.5916453,left,1,2,1.175642616,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
T,left,Distractor,0,36,36,36,939.0917842,941.0916478,left,1,2,1.275661158,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
F,left,Distractor,0,37,37,37,942.5919054,944.591652,left,1,2,0.927727672,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
X,left,Distractor,0,38,38,38,946.0918615,948.0914797,left,1,2,1.107694706,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
