Currentstep,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,EDbufferscreen.started,question.started,EDclick.clicked_name,EDleftbutton.wasclicked,EDrightbutton.wasclicked,EDleftbutton.value,EDrightbutton.value,EDleftbutton.nback,EDrightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
2,0,2,2,2,451.7690144999997,452.0966318999999,EDrightbutton,0,1,2.00,0.50,1,2,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
3,0,3,3,3,452.3385660999993,452.6799451000006,EDleftbutton,1,0,2.00,0.25,1,2,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
4,0,4,4,4,453.4308438999997,453.76268770000024,EDrightbutton,0,1,2.00,0.38,1,2,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
5,0,5,5,5,454.439223899999,454.77969959999973,EDrightbutton,0,1,2.00,0.31,1,2,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
6,0,6,6,6,455.03565890000027,455.3788088000001,EDrightbutton,0,1,2.00,0.28,1,2,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
0,0,0,0,0,456.3785074000007,456.6963266999992,EDrightbutton,0,1,1.00,1.00,1,3,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
1,0,1,1,1,457.14744679999967,457.47942239999975,EDrightbutton,0,1,2.00,1.00,1,3,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
2,0,2,2,2,458.1874090000001,458.52973910000037,EDrightbutton,0,1,2.00,0.50,1,3,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
3,0,3,3,3,459.23975529999916,459.57990719999907,EDrightbutton,0,1,2.00,0.25,1,3,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
4,0,4,4,4,460.46682110000074,460.79628090000006,EDleftbutton,1,0,2.00,0.12,1,3,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
5,0,5,5,5,462.48995880000075,462.8290758000003,EDleftbutton,1,0,2.00,0.19,1,3,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
6,0,6,6,6,463.6076434000006,463.9449225999997,EDleftbutton,1,0,2.00,0.22,1,3,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
0,0,0,0,0,465.13341709999986,465.4620493000002,EDleftbutton,1,0,1.00,1.00,2,4,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
1,0,1,1,1,466.41785100000016,466.7462969999997,EDleftbutton,1,0,1.00,2.00,2,4,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
2,0,2,2,2,466.9281936999996,467.2624429000007,EDleftbutton,1,0,0.50,2.00,2,4,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
3,0,3,3,3,467.35222579999936,467.6947015000005,EDleftbutton,1,0,0.25,2.00,2,4,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
4,0,4,4,4,467.76030320000064,468.09675719999905,EDleftbutton,1,0,0.12,2.00,2,4,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
5,0,5,5,5,468.3332386000002,468.6626354,EDrightbutton,0,1,0.06,2.00,2,4,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
6,0,6,6,6,469.3284289000003,469.66149849999965,EDrightbutton,0,1,0.09,2.00,2,4,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
